Month,ATC2_desc,Scripts
2005-09-01T00:00:00Z,ANTIDIABETIC THERAPY,143378
2005-10-01T00:00:00Z,ANTIDIABETIC THERAPY,135267
2005-11-01T00:00:00Z,ANTIDIABETIC THERAPY,114124
2005-12-01T00:00:00Z,ANTIDIABETIC THERAPY,130329
2006-01-01T00:00:00Z,ANTIDIABETIC THERAPY,95787
2006-02-01T00:00:00Z,ANTIDIABETIC THERAPY,158866
2006-03-01T00:00:00Z,ANTIDIABETIC THERAPY,185608
2006-04-01T00:00:00Z,ANTIDIABETIC THERAPY,189933
2006-05-01T00:00:00Z,ANTIDIABETIC THERAPY,198639
2006-06-01T00:00:00Z,ANTIDIABETIC THERAPY,195713
2006-07-01T00:00:00Z,ANTIDIABETIC THERAPY,191246
2006-08-01T00:00:00Z,ANTIDIABETIC THERAPY,164578
2006-09-01T00:00:00Z,ANTIDIABETIC THERAPY,161390
2006-10-01T00:00:00Z,ANTIDIABETIC THERAPY,141843
2006-11-01T00:00:00Z,ANTIDIABETIC THERAPY,129794
2006-12-01T00:00:00Z,ANTIDIABETIC THERAPY,134285
2007-01-01T00:00:00Z,ANTIDIABETIC THERAPY,108191
2007-02-01T00:00:00Z,ANTIDIABETIC THERAPY,168474
2007-03-01T00:00:00Z,ANTIDIABETIC THERAPY,232738
2007-04-01T00:00:00Z,ANTIDIABETIC THERAPY,210612
2007-05-01T00:00:00Z,ANTIDIABETIC THERAPY,224721
2007-06-01T00:00:00Z,ANTIDIABETIC THERAPY,219714
2007-07-01T00:00:00Z,ANTIDIABETIC THERAPY,214489
2007-08-01T00:00:00Z,ANTIDIABETIC THERAPY,199893
2007-09-01T00:00:00Z,ANTIDIABETIC THERAPY,179436
2007-10-01T00:00:00Z,ANTIDIABETIC THERAPY,156998
2007-11-01T00:00:00Z,ANTIDIABETIC THERAPY,147561
2007-12-01T00:00:00Z,ANTIDIABETIC THERAPY,144079
2008-01-01T00:00:00Z,ANTIDIABETIC THERAPY,124426
2008-02-01T00:00:00Z,ANTIDIABETIC THERAPY,202707
2008-03-01T00:00:00Z,ANTIDIABETIC THERAPY,246764
2008-04-01T00:00:00Z,ANTIDIABETIC THERAPY,244022
2008-05-01T00:00:00Z,ANTIDIABETIC THERAPY,259962
2008-06-01T00:00:00Z,ANTIDIABETIC THERAPY,248938
1991-07-01T00:00:00Z,ANTIDIABETIC THERAPY,253327
1991-08-01T00:00:00Z,ANTIDIABETIC THERAPY,218316
1991-09-01T00:00:00Z,ANTIDIABETIC THERAPY,177735
1991-10-01T00:00:00Z,ANTIDIABETIC THERAPY,182594
1991-11-01T00:00:00Z,ANTIDIABETIC THERAPY,152768
1991-12-01T00:00:00Z,ANTIDIABETIC THERAPY,135458
1992-01-01T00:00:00Z,ANTIDIABETIC THERAPY,149820
1992-02-01T00:00:00Z,ANTIDIABETIC THERAPY,216837
1992-03-01T00:00:00Z,ANTIDIABETIC THERAPY,290833
1992-04-01T00:00:00Z,ANTIDIABETIC THERAPY,273182
1992-05-01T00:00:00Z,ANTIDIABETIC THERAPY,295513
1992-06-01T00:00:00Z,ANTIDIABETIC THERAPY,255358
1992-07-01T00:00:00Z,ANTIDIABETIC THERAPY,261011
1992-08-01T00:00:00Z,ANTIDIABETIC THERAPY,233582
1992-09-01T00:00:00Z,ANTIDIABETIC THERAPY,185290
1992-10-01T00:00:00Z,ANTIDIABETIC THERAPY,188938
1992-11-01T00:00:00Z,ANTIDIABETIC THERAPY,172906
1992-12-01T00:00:00Z,ANTIDIABETIC THERAPY,137505
1993-01-01T00:00:00Z,ANTIDIABETIC THERAPY,172850
1993-02-01T00:00:00Z,ANTIDIABETIC THERAPY,257204
1993-03-01T00:00:00Z,ANTIDIABETIC THERAPY,289315
1993-04-01T00:00:00Z,ANTIDIABETIC THERAPY,310119
1993-05-01T00:00:00Z,ANTIDIABETIC THERAPY,335627
1993-06-01T00:00:00Z,ANTIDIABETIC THERAPY,277813
1993-07-01T00:00:00Z,ANTIDIABETIC THERAPY,289017
1993-08-01T00:00:00Z,ANTIDIABETIC THERAPY,236359
1993-09-01T00:00:00Z,ANTIDIABETIC THERAPY,210985
1993-10-01T00:00:00Z,ANTIDIABETIC THERAPY,191188
1993-11-01T00:00:00Z,ANTIDIABETIC THERAPY,160064
1993-12-01T00:00:00Z,ANTIDIABETIC THERAPY,148359
1994-01-01T00:00:00Z,ANTIDIABETIC THERAPY,167770
1994-02-01T00:00:00Z,ANTIDIABETIC THERAPY,276559
1994-03-01T00:00:00Z,ANTIDIABETIC THERAPY,316552
1994-04-01T00:00:00Z,ANTIDIABETIC THERAPY,308525
1994-05-01T00:00:00Z,ANTIDIABETIC THERAPY,345428
1994-06-01T00:00:00Z,ANTIDIABETIC THERAPY,309497
1994-07-01T00:00:00Z,ANTIDIABETIC THERAPY,291199
1994-08-01T00:00:00Z,ANTIDIABETIC THERAPY,243018
1994-09-01T00:00:00Z,ANTIDIABETIC THERAPY,220946
1994-10-01T00:00:00Z,ANTIDIABETIC THERAPY,207255
1994-11-01T00:00:00Z,ANTIDIABETIC THERAPY,162002
1994-12-01T00:00:00Z,ANTIDIABETIC THERAPY,158942
1995-01-01T00:00:00Z,ANTIDIABETIC THERAPY,155190
1995-02-01T00:00:00Z,ANTIDIABETIC THERAPY,312276
1995-03-01T00:00:00Z,ANTIDIABETIC THERAPY,355530
1995-04-01T00:00:00Z,ANTIDIABETIC THERAPY,346932
1995-05-01T00:00:00Z,ANTIDIABETIC THERAPY,352556
1995-06-01T00:00:00Z,ANTIDIABETIC THERAPY,322603
1995-07-01T00:00:00Z,ANTIDIABETIC THERAPY,302946
1995-08-01T00:00:00Z,ANTIDIABETIC THERAPY,258128
1995-09-01T00:00:00Z,ANTIDIABETIC THERAPY,227847
1995-10-01T00:00:00Z,ANTIDIABETIC THERAPY,196168
1995-11-01T00:00:00Z,ANTIDIABETIC THERAPY,174764
1995-12-01T00:00:00Z,ANTIDIABETIC THERAPY,152794
1996-01-01T00:00:00Z,ANTIDIABETIC THERAPY,160633
1996-02-01T00:00:00Z,ANTIDIABETIC THERAPY,303576
1996-03-01T00:00:00Z,ANTIDIABETIC THERAPY,350373
1996-04-01T00:00:00Z,ANTIDIABETIC THERAPY,372351
1996-05-01T00:00:00Z,ANTIDIABETIC THERAPY,359166
1996-06-01T00:00:00Z,ANTIDIABETIC THERAPY,352875
1996-07-01T00:00:00Z,ANTIDIABETIC THERAPY,301996
1996-08-01T00:00:00Z,ANTIDIABETIC THERAPY,280464
1996-09-01T00:00:00Z,ANTIDIABETIC THERAPY,240226
1996-10-01T00:00:00Z,ANTIDIABETIC THERAPY,194070
1996-11-01T00:00:00Z,ANTIDIABETIC THERAPY,178940
1996-12-01T00:00:00Z,ANTIDIABETIC THERAPY,150632
1997-01-01T00:00:00Z,ANTIDIABETIC THERAPY,176970
1997-02-01T00:00:00Z,ANTIDIABETIC THERAPY,302798
1997-03-01T00:00:00Z,ANTIDIABETIC THERAPY,385694
1997-04-01T00:00:00Z,ANTIDIABETIC THERAPY,353086
1997-05-01T00:00:00Z,ANTIDIABETIC THERAPY,425639
1997-06-01T00:00:00Z,ANTIDIABETIC THERAPY,358133
1997-07-01T00:00:00Z,ANTIDIABETIC THERAPY,332833
1997-08-01T00:00:00Z,ANTIDIABETIC THERAPY,315968
1997-09-01T00:00:00Z,ANTIDIABETIC THERAPY,241442
1997-10-01T00:00:00Z,ANTIDIABETIC THERAPY,246803
1997-11-01T00:00:00Z,ANTIDIABETIC THERAPY,200788
1997-12-01T00:00:00Z,ANTIDIABETIC THERAPY,170700
1998-01-01T00:00:00Z,ANTIDIABETIC THERAPY,209731
1998-02-01T00:00:00Z,ANTIDIABETIC THERAPY,354543
1998-03-01T00:00:00Z,ANTIDIABETIC THERAPY,432837
1998-04-01T00:00:00Z,ANTIDIABETIC THERAPY,353188
1998-05-01T00:00:00Z,ANTIDIABETIC THERAPY,434987
1998-06-01T00:00:00Z,ANTIDIABETIC THERAPY,393530
1998-07-01T00:00:00Z,ANTIDIABETIC THERAPY,363592
1998-08-01T00:00:00Z,ANTIDIABETIC THERAPY,329502
1998-09-01T00:00:00Z,ANTIDIABETIC THERAPY,263622
1998-10-01T00:00:00Z,ANTIDIABETIC THERAPY,228002
1998-11-01T00:00:00Z,ANTIDIABETIC THERAPY,208539
1998-12-01T00:00:00Z,ANTIDIABETIC THERAPY,176291
1999-01-01T00:00:00Z,ANTIDIABETIC THERAPY,183647
1999-02-01T00:00:00Z,ANTIDIABETIC THERAPY,395941
1999-03-01T00:00:00Z,ANTIDIABETIC THERAPY,366512
1999-04-01T00:00:00Z,ANTIDIABETIC THERAPY,462570
1999-05-01T00:00:00Z,ANTIDIABETIC THERAPY,442950
1999-06-01T00:00:00Z,ANTIDIABETIC THERAPY,349974
1999-07-01T00:00:00Z,VITAMINS,19045
1999-08-01T00:00:00Z,VITAMINS,15879
1999-09-01T00:00:00Z,VITAMINS,15298
1999-10-01T00:00:00Z,VITAMINS,15296
1999-11-01T00:00:00Z,VITAMINS,14546
1999-12-01T00:00:00Z,VITAMINS,14773
2000-01-01T00:00:00Z,VITAMINS,13177
2000-02-01T00:00:00Z,VITAMINS,16672
2000-03-01T00:00:00Z,VITAMINS,19935
2000-04-01T00:00:00Z,VITAMINS,20987
2000-05-01T00:00:00Z,VITAMINS,18745
2000-06-01T00:00:00Z,VITAMINS,18452
2000-07-01T00:00:00Z,VITAMINS,19463
2000-08-01T00:00:00Z,VITAMINS,17334
2000-09-01T00:00:00Z,VITAMINS,16996
2000-10-01T00:00:00Z,VITAMINS,15833
2000-11-01T00:00:00Z,VITAMINS,14817
2000-12-01T00:00:00Z,VITAMINS,16132
2001-01-01T00:00:00Z,VITAMINS,12373
2001-02-01T00:00:00Z,VITAMINS,17355
2001-03-01T00:00:00Z,VITAMINS,22129
2001-04-01T00:00:00Z,VITAMINS,21205
2001-05-01T00:00:00Z,VITAMINS,20980
2001-06-01T00:00:00Z,VITAMINS,20717
2001-07-01T00:00:00Z,VITAMINS,20520
2001-08-01T00:00:00Z,VITAMINS,20317
2001-09-01T00:00:00Z,VITAMINS,18962
2001-10-01T00:00:00Z,VITAMINS,17263
2001-11-01T00:00:00Z,VITAMINS,16734
2001-12-01T00:00:00Z,VITAMINS,19420
2002-01-01T00:00:00Z,VITAMINS,13010
2002-02-01T00:00:00Z,VITAMINS,19756
2002-03-01T00:00:00Z,VITAMINS,26128
2002-04-01T00:00:00Z,VITAMINS,22947
2002-05-01T00:00:00Z,VITAMINS,24600
2002-06-01T00:00:00Z,VITAMINS,23546
2002-07-01T00:00:00Z,VITAMINS,22248
2002-08-01T00:00:00Z,VITAMINS,22786
2002-09-01T00:00:00Z,VITAMINS,20393
2002-10-01T00:00:00Z,VITAMINS,18947
2002-11-01T00:00:00Z,VITAMINS,18484
2002-12-01T00:00:00Z,VITAMINS,18585
2003-01-01T00:00:00Z,VITAMINS,16697
2003-02-01T00:00:00Z,VITAMINS,22540
2003-03-01T00:00:00Z,VITAMINS,28318
2003-04-01T00:00:00Z,VITAMINS,27403
2003-05-01T00:00:00Z,VITAMINS,27322
2003-06-01T00:00:00Z,VITAMINS,26276
2003-07-01T00:00:00Z,VITAMINS,24938
2003-08-01T00:00:00Z,VITAMINS,25540
2003-09-01T00:00:00Z,VITAMINS,22300
2003-10-01T00:00:00Z,VITAMINS,23118
2003-11-01T00:00:00Z,VITAMINS,19873
2003-12-01T00:00:00Z,VITAMINS,11690
2004-01-01T00:00:00Z,VITAMINS,10308
2004-02-01T00:00:00Z,VITAMINS,14228
2004-03-01T00:00:00Z,VITAMINS,16027
2004-04-01T00:00:00Z,VITAMINS,16971
2004-05-01T00:00:00Z,VITAMINS,18008
2004-06-01T00:00:00Z,VITAMINS,16246
2004-07-01T00:00:00Z,VITAMINS,17190
2004-08-01T00:00:00Z,VITAMINS,15423
2004-09-01T00:00:00Z,VITAMINS,14808
2004-10-01T00:00:00Z,VITAMINS,14336
2004-11-01T00:00:00Z,VITAMINS,12784
2004-12-01T00:00:00Z,VITAMINS,14040
2005-01-01T00:00:00Z,VITAMINS,12000
2005-02-01T00:00:00Z,VITAMINS,16060
2005-03-01T00:00:00Z,VITAMINS,18512
2005-04-01T00:00:00Z,VITAMINS,20039
2005-05-01T00:00:00Z,VITAMINS,19881
2005-06-01T00:00:00Z,VITAMINS,19950
2005-07-01T00:00:00Z,VITAMINS,18991
2005-08-01T00:00:00Z,VITAMINS,16713
2005-09-01T00:00:00Z,VITAMINS,16433
2005-10-01T00:00:00Z,VITAMINS,16090
2005-11-01T00:00:00Z,VITAMINS,13866
2005-12-01T00:00:00Z,VITAMINS,15690
2006-01-01T00:00:00Z,VITAMINS,11257
2006-02-01T00:00:00Z,VITAMINS,18329
2006-03-01T00:00:00Z,VITAMINS,20434
2006-04-01T00:00:00Z,VITAMINS,21212
2006-05-01T00:00:00Z,VITAMINS,21979
2006-06-01T00:00:00Z,VITAMINS,21754
2006-07-01T00:00:00Z,VITAMINS,21571
2006-08-01T00:00:00Z,VITAMINS,18891
2006-09-01T00:00:00Z,VITAMINS,19104
2006-10-01T00:00:00Z,VITAMINS,16859
2006-11-01T00:00:00Z,VITAMINS,15849
2006-12-01T00:00:00Z,VITAMINS,16760
2007-01-01T00:00:00Z,VITAMINS,13380
2007-02-01T00:00:00Z,VITAMINS,19841
2007-03-01T00:00:00Z,VITAMINS,27284
2007-04-01T00:00:00Z,VITAMINS,24959
2007-05-01T00:00:00Z,VITAMINS,26144
2007-06-01T00:00:00Z,VITAMINS,25909
2007-07-01T00:00:00Z,VITAMINS,25970
2007-08-01T00:00:00Z,VITAMINS,24293
2007-09-01T00:00:00Z,VITAMINS,22684
2007-10-01T00:00:00Z,VITAMINS,19800
2007-11-01T00:00:00Z,VITAMINS,18975
2007-12-01T00:00:00Z,VITAMINS,18582
2008-01-01T00:00:00Z,VITAMINS,15566
2008-02-01T00:00:00Z,VITAMINS,23683
2008-03-01T00:00:00Z,VITAMINS,28395
2008-04-01T00:00:00Z,VITAMINS,27783
2008-05-01T00:00:00Z,VITAMINS,28561
2008-06-01T00:00:00Z,VITAMINS,27513
1991-07-01T00:00:00Z,VITAMINS,28076
1991-08-01T00:00:00Z,VITAMINS,24340
1991-09-01T00:00:00Z,VITAMINS,19925
1991-10-01T00:00:00Z,VITAMINS,20561
1991-11-01T00:00:00Z,VITAMINS,17619
1991-12-01T00:00:00Z,VITAMINS,15555
1992-01-01T00:00:00Z,VITAMINS,16467
1992-02-01T00:00:00Z,VITAMINS,22160
1992-03-01T00:00:00Z,VITAMINS,28869
1992-04-01T00:00:00Z,VITAMINS,26485
1992-05-01T00:00:00Z,VITAMINS,27648
1992-06-01T00:00:00Z,VITAMINS,23426
1992-07-01T00:00:00Z,VITAMINS,23874
1992-08-01T00:00:00Z,VITAMINS,20754
1992-09-01T00:00:00Z,VITAMINS,16424
1992-10-01T00:00:00Z,VITAMINS,16098
1992-11-01T00:00:00Z,VITAMINS,14578
1992-12-01T00:00:00Z,VITAMINS,11555
1993-01-01T00:00:00Z,VITAMINS,13560
1993-02-01T00:00:00Z,VITAMINS,18492
1993-03-01T00:00:00Z,VITAMINS,19912
1993-04-01T00:00:00Z,VITAMINS,21082
1993-05-01T00:00:00Z,VITAMINS,22067
1993-06-01T00:00:00Z,VITAMINS,18017
1993-07-01T00:00:00Z,VITAMINS,18494
1993-08-01T00:00:00Z,VITAMINS,14467
1993-09-01T00:00:00Z,VITAMINS,12946
1993-10-01T00:00:00Z,VITAMINS,11629
1993-11-01T00:00:00Z,VITAMINS,9821
1993-12-01T00:00:00Z,VITAMINS,8920
1994-01-01T00:00:00Z,VITAMINS,9366
1994-02-01T00:00:00Z,VITAMINS,14241
1994-03-01T00:00:00Z,VITAMINS,15979
1994-04-01T00:00:00Z,VITAMINS,15431
1994-05-01T00:00:00Z,VITAMINS,16718
1994-06-01T00:00:00Z,VITAMINS,14764
1994-07-01T00:00:00Z,VITAMINS,13773
1994-08-01T00:00:00Z,VITAMINS,11317
1994-09-01T00:00:00Z,VITAMINS,10433
1994-10-01T00:00:00Z,VITAMINS,9614
1994-11-01T00:00:00Z,VITAMINS,7728
1994-12-01T00:00:00Z,VITAMINS,7443
1995-01-01T00:00:00Z,VITAMINS,6994
1995-02-01T00:00:00Z,VITAMINS,12896
1995-03-01T00:00:00Z,VITAMINS,14239
1995-04-01T00:00:00Z,VITAMINS,13606
1995-05-01T00:00:00Z,VITAMINS,13454
1995-06-01T00:00:00Z,VITAMINS,12117
1995-07-01T00:00:00Z,VITAMINS,11493
1995-08-01T00:00:00Z,VITAMINS,9425
1995-09-01T00:00:00Z,VITAMINS,8065
1995-10-01T00:00:00Z,VITAMINS,7001
1995-11-01T00:00:00Z,VITAMINS,6145
1995-12-01T00:00:00Z,VITAMINS,5346
1996-01-01T00:00:00Z,VITAMINS,5543
1996-02-01T00:00:00Z,VITAMINS,9441
1996-03-01T00:00:00Z,VITAMINS,11063
1996-04-01T00:00:00Z,VITAMINS,11462
1996-05-01T00:00:00Z,VITAMINS,10830
1996-06-01T00:00:00Z,VITAMINS,10451
1996-07-01T00:00:00Z,VITAMINS,8888
1996-08-01T00:00:00Z,VITAMINS,8559
1996-09-01T00:00:00Z,VITAMINS,7148
1996-10-01T00:00:00Z,VITAMINS,5885
1996-11-01T00:00:00Z,VITAMINS,5415
1996-12-01T00:00:00Z,VITAMINS,4727
1997-01-01T00:00:00Z,VITAMINS,5158
1997-02-01T00:00:00Z,VITAMINS,7965
1997-03-01T00:00:00Z,VITAMINS,10125
1997-04-01T00:00:00Z,VITAMINS,9232
1997-05-01T00:00:00Z,VITAMINS,11053
1997-06-01T00:00:00Z,VITAMINS,9067
1997-07-01T00:00:00Z,VITAMINS,8539
1997-08-01T00:00:00Z,VITAMINS,7999
1997-09-01T00:00:00Z,VITAMINS,6283
1997-10-01T00:00:00Z,VITAMINS,6495
1997-11-01T00:00:00Z,VITAMINS,5188
1997-12-01T00:00:00Z,VITAMINS,4565
1998-01-01T00:00:00Z,VITAMINS,5249
1998-02-01T00:00:00Z,VITAMINS,7968
1998-03-01T00:00:00Z,VITAMINS,9444
1998-04-01T00:00:00Z,VITAMINS,7821
1998-05-01T00:00:00Z,VITAMINS,9755
1998-06-01T00:00:00Z,VITAMINS,8795
1998-07-01T00:00:00Z,VITAMINS,8169
1998-08-01T00:00:00Z,VITAMINS,7441
1998-09-01T00:00:00Z,VITAMINS,6163
1998-10-01T00:00:00Z,VITAMINS,5403
1998-11-01T00:00:00Z,VITAMINS,5260
1998-12-01T00:00:00Z,VITAMINS,4506
1999-01-01T00:00:00Z,VITAMINS,4528
1999-02-01T00:00:00Z,VITAMINS,8571
1999-03-01T00:00:00Z,VITAMINS,7720
1999-04-01T00:00:00Z,VITAMINS,9694
1999-05-01T00:00:00Z,VITAMINS,9137
1999-06-01T00:00:00Z,VITAMINS,7413
1999-07-01T00:00:00Z,MINERAL SUPPLEMENTS,96443
1999-08-01T00:00:00Z,MINERAL SUPPLEMENTS,80689
1999-09-01T00:00:00Z,MINERAL SUPPLEMENTS,76673
1999-10-01T00:00:00Z,MINERAL SUPPLEMENTS,76420
1999-11-01T00:00:00Z,MINERAL SUPPLEMENTS,68146
1999-12-01T00:00:00Z,MINERAL SUPPLEMENTS,69389
2000-01-01T00:00:00Z,MINERAL SUPPLEMENTS,61185
2000-02-01T00:00:00Z,MINERAL SUPPLEMENTS,76120
2000-03-01T00:00:00Z,MINERAL SUPPLEMENTS,87275
2000-04-01T00:00:00Z,MINERAL SUPPLEMENTS,93040
2000-05-01T00:00:00Z,MINERAL SUPPLEMENTS,84834
2000-06-01T00:00:00Z,MINERAL SUPPLEMENTS,84310
2000-07-01T00:00:00Z,MINERAL SUPPLEMENTS,88140
2000-08-01T00:00:00Z,MINERAL SUPPLEMENTS,77368
2000-09-01T00:00:00Z,MINERAL SUPPLEMENTS,72284
2000-10-01T00:00:00Z,MINERAL SUPPLEMENTS,65890
2000-11-01T00:00:00Z,MINERAL SUPPLEMENTS,59675
2000-12-01T00:00:00Z,MINERAL SUPPLEMENTS,63135
2001-01-01T00:00:00Z,MINERAL SUPPLEMENTS,48779
2001-02-01T00:00:00Z,MINERAL SUPPLEMENTS,68434
2001-03-01T00:00:00Z,MINERAL SUPPLEMENTS,87136
2001-04-01T00:00:00Z,MINERAL SUPPLEMENTS,83753
2001-05-01T00:00:00Z,MINERAL SUPPLEMENTS,84435
2001-06-01T00:00:00Z,MINERAL SUPPLEMENTS,82023
2001-07-01T00:00:00Z,MINERAL SUPPLEMENTS,81423
2001-08-01T00:00:00Z,MINERAL SUPPLEMENTS,78562
2001-09-01T00:00:00Z,MINERAL SUPPLEMENTS,69816
2001-10-01T00:00:00Z,MINERAL SUPPLEMENTS,61961
2001-11-01T00:00:00Z,MINERAL SUPPLEMENTS,59155
2001-12-01T00:00:00Z,MINERAL SUPPLEMENTS,65973
2002-01-01T00:00:00Z,MINERAL SUPPLEMENTS,45294
2002-02-01T00:00:00Z,MINERAL SUPPLEMENTS,66979
2002-03-01T00:00:00Z,MINERAL SUPPLEMENTS,88308
2002-04-01T00:00:00Z,MINERAL SUPPLEMENTS,79595
2002-05-01T00:00:00Z,MINERAL SUPPLEMENTS,84423
2002-06-01T00:00:00Z,MINERAL SUPPLEMENTS,79852
2002-07-01T00:00:00Z,MINERAL SUPPLEMENTS,76209
2002-08-01T00:00:00Z,MINERAL SUPPLEMENTS,77923
2002-09-01T00:00:00Z,MINERAL SUPPLEMENTS,67837
2002-10-01T00:00:00Z,MINERAL SUPPLEMENTS,62538
2002-11-01T00:00:00Z,MINERAL SUPPLEMENTS,59598
2002-12-01T00:00:00Z,MINERAL SUPPLEMENTS,56926
2003-01-01T00:00:00Z,MINERAL SUPPLEMENTS,52416
2003-02-01T00:00:00Z,MINERAL SUPPLEMENTS,68439
2003-03-01T00:00:00Z,MINERAL SUPPLEMENTS,85305
2003-04-01T00:00:00Z,MINERAL SUPPLEMENTS,82505
2003-05-01T00:00:00Z,MINERAL SUPPLEMENTS,82840
2003-06-01T00:00:00Z,MINERAL SUPPLEMENTS,78040
2003-07-01T00:00:00Z,MINERAL SUPPLEMENTS,74368
2003-08-01T00:00:00Z,MINERAL SUPPLEMENTS,73710
2003-09-01T00:00:00Z,MINERAL SUPPLEMENTS,62895
2003-10-01T00:00:00Z,MINERAL SUPPLEMENTS,61942
2003-11-01T00:00:00Z,MINERAL SUPPLEMENTS,54261
2003-12-01T00:00:00Z,MINERAL SUPPLEMENTS,55119
2004-01-01T00:00:00Z,MINERAL SUPPLEMENTS,51472
2004-02-01T00:00:00Z,MINERAL SUPPLEMENTS,68200
2004-03-01T00:00:00Z,MINERAL SUPPLEMENTS,75660
2004-04-01T00:00:00Z,MINERAL SUPPLEMENTS,79406
2004-05-01T00:00:00Z,MINERAL SUPPLEMENTS,82326
2004-06-01T00:00:00Z,MINERAL SUPPLEMENTS,72114
2004-07-01T00:00:00Z,MINERAL SUPPLEMENTS,75635
2004-08-01T00:00:00Z,MINERAL SUPPLEMENTS,66635
2004-09-01T00:00:00Z,MINERAL SUPPLEMENTS,63367
2004-10-01T00:00:00Z,MINERAL SUPPLEMENTS,58332
2004-11-01T00:00:00Z,MINERAL SUPPLEMENTS,51818
2004-12-01T00:00:00Z,MINERAL SUPPLEMENTS,51249
2005-01-01T00:00:00Z,MINERAL SUPPLEMENTS,45270
2005-02-01T00:00:00Z,MINERAL SUPPLEMENTS,59266
2005-03-01T00:00:00Z,MINERAL SUPPLEMENTS,67510
2005-04-01T00:00:00Z,MINERAL SUPPLEMENTS,72538
2005-05-01T00:00:00Z,MINERAL SUPPLEMENTS,73929
2005-06-01T00:00:00Z,MINERAL SUPPLEMENTS,73684
2005-07-01T00:00:00Z,MINERAL SUPPLEMENTS,70216
2005-08-01T00:00:00Z,MINERAL SUPPLEMENTS,60458
2005-09-01T00:00:00Z,MINERAL SUPPLEMENTS,57826
2005-10-01T00:00:00Z,MINERAL SUPPLEMENTS,54176
2005-11-01T00:00:00Z,MINERAL SUPPLEMENTS,46202
2005-12-01T00:00:00Z,MINERAL SUPPLEMENTS,53110
2006-01-01T00:00:00Z,MINERAL SUPPLEMENTS,37598
2006-02-01T00:00:00Z,MINERAL SUPPLEMENTS,61118
2006-03-01T00:00:00Z,MINERAL SUPPLEMENTS,67859
2006-04-01T00:00:00Z,MINERAL SUPPLEMENTS,69634
2006-05-01T00:00:00Z,MINERAL SUPPLEMENTS,70692
2006-06-01T00:00:00Z,MINERAL SUPPLEMENTS,69305
2006-07-01T00:00:00Z,MINERAL SUPPLEMENTS,68237
2006-08-01T00:00:00Z,MINERAL SUPPLEMENTS,58723
2006-09-01T00:00:00Z,MINERAL SUPPLEMENTS,58513
2006-10-01T00:00:00Z,MINERAL SUPPLEMENTS,51341
2006-11-01T00:00:00Z,MINERAL SUPPLEMENTS,47042
2006-12-01T00:00:00Z,MINERAL SUPPLEMENTS,48851
2007-01-01T00:00:00Z,MINERAL SUPPLEMENTS,38374
2007-02-01T00:00:00Z,MINERAL SUPPLEMENTS,57332
2007-03-01T00:00:00Z,MINERAL SUPPLEMENTS,77087
2007-04-01T00:00:00Z,MINERAL SUPPLEMENTS,69532
2007-05-01T00:00:00Z,MINERAL SUPPLEMENTS,72406
2007-06-01T00:00:00Z,MINERAL SUPPLEMENTS,71320
2007-07-01T00:00:00Z,MINERAL SUPPLEMENTS,69709
2007-08-01T00:00:00Z,MINERAL SUPPLEMENTS,64845
2007-09-01T00:00:00Z,MINERAL SUPPLEMENTS,60099
2007-10-01T00:00:00Z,MINERAL SUPPLEMENTS,52010
2007-11-01T00:00:00Z,MINERAL SUPPLEMENTS,49897
2007-12-01T00:00:00Z,MINERAL SUPPLEMENTS,48809
2008-01-01T00:00:00Z,MINERAL SUPPLEMENTS,40543
2008-02-01T00:00:00Z,MINERAL SUPPLEMENTS,61291
2008-03-01T00:00:00Z,MINERAL SUPPLEMENTS,73079
2008-04-01T00:00:00Z,MINERAL SUPPLEMENTS,72449
2008-05-01T00:00:00Z,MINERAL SUPPLEMENTS,73310
2008-06-01T00:00:00Z,MINERAL SUPPLEMENTS,71597
1991-07-01T00:00:00Z,MINERAL SUPPLEMENTS,73772
1991-08-01T00:00:00Z,MINERAL SUPPLEMENTS,64194
1991-09-01T00:00:00Z,MINERAL SUPPLEMENTS,53028
1991-10-01T00:00:00Z,MINERAL SUPPLEMENTS,54302
1991-11-01T00:00:00Z,MINERAL SUPPLEMENTS,46900
1991-12-01T00:00:00Z,MINERAL SUPPLEMENTS,43066
1992-01-01T00:00:00Z,MINERAL SUPPLEMENTS,43972
1992-02-01T00:00:00Z,MINERAL SUPPLEMENTS,58401
1992-03-01T00:00:00Z,MINERAL SUPPLEMENTS,77897
1992-04-01T00:00:00Z,MINERAL SUPPLEMENTS,72947
1992-05-01T00:00:00Z,MINERAL SUPPLEMENTS,75260
1992-06-01T00:00:00Z,MINERAL SUPPLEMENTS,67310
1992-07-01T00:00:00Z,MINERAL SUPPLEMENTS,68521
1992-08-01T00:00:00Z,MINERAL SUPPLEMENTS,62416
1992-09-01T00:00:00Z,MINERAL SUPPLEMENTS,51036
1992-10-01T00:00:00Z,MINERAL SUPPLEMENTS,52200
1992-11-01T00:00:00Z,MINERAL SUPPLEMENTS,49070
1992-12-01T00:00:00Z,MINERAL SUPPLEMENTS,40221
1993-01-01T00:00:00Z,MINERAL SUPPLEMENTS,46437
1993-02-01T00:00:00Z,MINERAL SUPPLEMENTS,62687
1993-03-01T00:00:00Z,MINERAL SUPPLEMENTS,69681
1993-04-01T00:00:00Z,MINERAL SUPPLEMENTS,75773
1993-05-01T00:00:00Z,MINERAL SUPPLEMENTS,84113
